OACI,CIAD,Nome,Municipio,UF,Tipo
SSAN,PR0032,JOÃO GALDINO,ANDIRÁ,PR,Publico
SSAP,PR0014,CAPITÃO JOÃO BUSSE,APUCARANA,PR,Publico
SSAQ,RS0036,AEROCLUBE DE PASSO FUNDO,PASSO FUNDO,RS,Publico
SSBL,SC0019,BLUMENAU,BLUMENAU,SC,Publico
SSBN,RS0002,BELÉM NOVO,PORTO ALEGRE,RS,Publico
SSBV,MS0011,BELA VISTA,BELA VISTA,MS,Publico
SNXQ,BA0018,XIQUE-XIQUE,XIQUE-XIQUE,BA,Publico
SSCD,MS0007,CHAPADÃO DO SUL,CHAPADÃO DO SUL,MS,Publico
SSCI,MS0012,COXIM,COXIM,MS,Publico
SSCK,SC0010,OLAVO CECCO RIGON,CONCÓRDIA,SC,Publico
SNYE,MA0004,PINHEIRO,PINHEIRO,MA,Publico
SSCN,RS0019,CANELA,CANELA,RS,Publico
SSCP,PR0015,FRANCISCO LACERDA JÚNIOR,CORNÉLIO PROCÓPIO,PR,Publico
SSCB,SP0044,MUNICIPAL DE CASA BRANCA,CASA BRANCA,SP,Publico
SSCT,PR0025,ENGENHEIRO GASTÃO DE MESQUITA FILHO,CIANORTE,PR,Publico
SSEE,RS0054,REGIONAL DO VALE DO TAQUARI,ESTRELA,RS,Publico
SSEP,RS0031,SÃO SEPÉ,SÃO SEPÉ,RS,Publico
SSER,RS0018,ERECHIM,ERECHIM,RS,Publico
SSEZ,RS0050,ESPUMOSO,ESPUMOSO,RS,Publico
SSFB,PR0021,PAULO ABDALA,FRANCISCO BELTRÃO,PR,Publico
SSCR,PR0016,BALDUINO HELMUTH JOPE,MARECHAL CÂNDIDO RONDON,PR,Publico
SSGA,RS0020,GARIBALDI,GARIBALDI,RS,Publico
SSGB,PR0035,MUNICIPAL DE GUARATUBA,GUARATUBA,PR,Publico
SSGW,PR0037,MANOEL RIBAS,GOIOERÊ,PR,Publico
SSGY,PR0023,GUAÍRA,GUAÍRA,PR,Publico
SSHZ,RS0037,WALTER BÜNDCHEN,HORIZONTINA,RS,Publico
SSIE,MS0002,TERUEL IPANEMA ESTÂNCIA,CAMPO GRANDE,MS,Publico
SSIJ,RS0032,IJUÍ,IJUÍ,RS,Publico
SSFL,PI0006,JOÃO PEREIRA DOS SANTOS FILHO,FRONTEIRAS,PI,Publico
SSIR,RS0049,IBIRUBÁ,IBIRUBÁ,RS,Publico
SSJA,SC0014,SANTA TEREZINHA,JOAÇABA,SC,Publico
SSJI,MS0019,JARDIM,JARDIM,MS,Publico
SSIQ,RS0045,ITAQUI,ITAQUI,RS,Publico
SSKG,MS0003,ESTÂNCIA SANTA MARIA,CAMPO GRANDE,MS,Publico
SSKK,RS0052,CAPÃO DA CANOA,CAPÃO DA CANOA,RS,Publico
SSKM,PR0017,CAMPO MOURÃO,CAMPO MOURÃO,PR,Publico
SSKS,RS0039,BRIGADEIRO NERO MOURA,CACHOEIRA DO SUL,RS,Publico
SSKU,SC0016,LAURO ANTÔNIO DA COSTA,CURITIBANOS,SC,Publico
SSKW,RO0004,CACOAL,CACOAL,RO,Publico
SSKZ,RS0009,CARAZINHO,CARAZINHO,RS,Publico
SSLG,RS0021,SÃO LUIZ GONZAGA,SÃO LUIZ GONZAGA,RS,Publico
SSLN,SC0018,HELMUTH BAUNGARTEM,LONTRAS,SC,Publico
SSJK,RS0028,JÚLIO DE CASTILHOS,JÚLIO DE CASTILHOS,RS,Publico
SSLT,RS0022,GAUDÊNCIO MACHADO RAMOS,ALEGRETE,RS,Publico
SSMJ,MS0020,MARACAJU,MARACAJU,MS,Publico
SSMR,PR0026,MANOEL RIBAS,MANOEL RIBAS,PR,Publico
SSLO,PR0031,ATTILLIO ACCORSI,LOANDA,PR,Publico
SSNB,MS0015,ARIOSTO DA RIVA,NAVIRAÍ,MS,Publico
SSNG,RS0046,HELIO ALVES DE OLIVEIRA,MONTENEGRO,RS,Publico
SSNH,RS0023,NOVO HAMBURGO,NOVO HAMBURGO,RS,Publico
SSNP,RS0041,ILMO ALOÍSIO BLUME,NOVA PRATA,RS,Publico
SSMT,RS0044,MOSTARDAS,MOSTARDAS,RS,Publico
SSOE,SC0015,HÉLIO WASUM,SÃO MIGUEL DO OESTE,SC,Publico
SSNQ,MS0016,NIOAQUE,NIOAQUE,MS,Publico
SSOI,SP0043,PEDERNEIRAS,PEDERNEIRAS,SP,Publico
SSOL,MG0027,PADRE ISRAEL (ISRAEL BATISTA DE CARVALHO),LAVRAS,MG,Publico
SSOS,RS0042,OSÓRIO,OSÓRIO,RS,Publico
SBPO,PR0018,AEROPORTO REGIONAL DE PATO BRANCO - PROFESSOR JUVENAL LOUREIRO CARDOSO,PATO BRANCO,PR,Publico
SSPG,PR0011,SANTOS DUMONT,PARANAGUÁ,PR,Publico
SSOG,PR0027,ARAPONGAS,ARAPONGAS,PR,Publico
SSPL,RS0043,PALMEIRA DAS MISSÕES,PALMEIRA DAS MISSÕES,RS,Publico
SSPM,MS0013,PORTO MURTINHO,PORTO MURTINHO,MS,Publico
SSPI,PR0010,EDU CHAVES,PARANAVAÍ,PR,Publico
SSPS,PR0036,DIMORVAN CARRARO,PALMAS,PR,Publico
SSPT,PR0028,BRASÍLIO MARQUES,PALOTINA,PR,Publico
SSPN,MS0010,PARANAÍBA,PARANAÍBA,MS,Publico
SSQP,BA0061,MONTE SANTO,MONTE SANTO,BA,Publico
SSQT,PR0013,MAJOR NEODO S. PEREIRA,CASTRO,PR,Publico
SSRE,PR0030,REALEZA,REALEZA,PR,Publico
SSRF,BA0034,CASTRO ALVES,CASTRO ALVES,BA,Publico
SSRG,SP0030,AEROPORTO ESTADUAL DE REGISTRO,REGISTRO,SP,Publico
SSRS,MA0008,BARREIRINHAS,BARREIRINHAS,MA,Publico
SSRU,RS0034,SÃO LOURENÇO DO SUL,SÃO LOURENÇO DO SUL,RS,Publico
SSRZ,RS0024,DÁRIO BRASIL CAPOANO DE OLIVEIRA,ROSÁRIO DO SUL,RS,Publico
SSQC,PR0029,AGUINALDO PEREIRA LIMA,SIQUEIRA CAMPOS,PR,Publico
SSSC,RS0029,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL,RS,Publico
SSSD,RS0017,SOLEDADE,SOLEDADE,RS,Publico
SSSG,RS0035,SÃO GABRIEL,SÃO GABRIEL,RS,Publico
SSSS,SC0022,SÃO FRANCISCO DO SUL,SÃO FRANCISCO DO SUL,SC,Publico
SSST,RS0015,SANTIAGO,SANTIAGO,RS,Publico
SSSZ,PR0033,SERTANÓPOLIS,SERTANÓPOLIS,PR,Publico
SSTB,SC0013,TRÊS BARRAS,TRÊS BARRAS,SC,Publico
SSUM,PR0019,ORLANDO DE CARVALHO,UMUARAMA,PR,Publico
SSUV,PR0034,JOSÉ CLETO,UNIÃO DA VITÓRIA,PR,Publico
SBVC,BA0005,GLAUBER DE ANDRADE ROCHA,VITÓRIA DA CONQUISTA,BA,Publico
SSVI,SC0011,ÂNGELO PONZONI,VIDEIRA,SC,Publico
SSVL,PR0007,TELÊMACO BORBA (SBTL*),TELÊMACO BORBA,PR,Publico
SSVN,RS0030,VERANÓPOLIS,VERANÓPOLIS,RS,Publico
SBJE,CE0003,COMANDANTE ARISTON PESSOA,CRUZ,CE,Publico
SSWS,RS0025,CAÇAPAVA DO SUL,CAÇAPAVA DO SUL,RS,Publico
SSXX,SC0017,MUNICIPAL JOÃO WINCKLER,XANXERÊ,SC,Publico
SSZR,RS0027,LUIS ALBERTO LEHR,SANTA ROSA,RS,Publico
SBPG,PR0012,COMANDANTE ANTÔNIO AMILTON BERALDO,PONTA GROSSA,PR,Publico
SWBC,AM0017,BARCELOS,BARCELOS,AM,Publico
SWBE,CE0006,WALFRIDO SALMITO DE ALMEIDA,SÃO BENEDITO,CE,Publico
SSSB,RS0014,SÃO BORJA,SÃO BORJA,RS,Publico
SWBR,AM0018,BORBA,BORBA,AM,Publico
SWCA,AM0007,CARAUARI,CARAUARI,AM,Publico
SWCB,GO0023,CAMPOS BELOS,CAMPOS BELOS,GO,Publico
SWBG,MT0009,ANDRÉ ANTÔNIO MAGGI,PONTES E LACERDA,MT,Publico
SWCQ,RO0007,COSTA MARQUES,COSTA MARQUES,RO,Publico
SWDM,MT0015,DIAMANTINO,DIAMANTINO,MT,Publico
SWCZ,GO0024,CERES,CERES,GO,Publico
SWDN,TO0006,DIANÓPOLIS,DIANÓPOLIS,TO,Publico
SWEK,MT0024,CANARANA,CANARANA,MT,Publico
SWFN,AM0002,FLORES,MANAUS,AM,Publico
SWFR,GO0014,FORMOSA,FORMOSA,GO,Publico
SWEI,AM0009,EIRUNEPÉ,EIRUNEPÉ,AM,Publico
SWGI,TO0004,GURUPI,GURUPI,TO,Publico
SWGN,TO0002,ARAGUAÍNA,ARAGUAÍNA,TO,Publico
SWHP,MT0006,FREDERICO CARLOS MÜLLER,ÁGUA BOA,MT,Publico
SWFX,MT0022,SÃO FÉLIX DO ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,MT,Publico
SWII,AM0013,IPIRANGA,SANTO ANTÔNIO DO IÇÁ,AM,Publico
SWIQ,GO0019,AEROPORTO MUNICIPAL JOSÉ CAIRES DE OLIVEIRA,MINAÇU,GO,Publico
SWJN,MT0007,JUÍNA,JUÍNA,MT,Publico
SWJW,GO0008,JATAÍ,JATAÍ,GO,Publico
SWKC,MT0017,CÁCERES,CÁCERES,MT,Publico
SWKO,AM0010,COARI,COARI,AM,Publico
SWKQ,PI0004,SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO,SÃO RAIMUNDO NONATO,PI,Publico
SWHT,AM0019,HUMAITÁ,HUMAITÁ,AM,Publico
SWKT,GO0015,CATALÃO,CATALÃO,GO,Publico
SWLC,GO0009,GENERAL LEITE DE CASTRO,RIO VERDE,GO,Publico
SWME,GO0033,MINEIROS,MINEIROS,GO,Publico
SWMW,AM0020,MAUÉS,MAUÉS,AM,Publico
SWNH,GO0017,ARUANÃ,ARUANÃ,GO,Publico
SWNK,AM0011,NOVO CAMPO,BOCA DO ACRE,AM,Publico
SWLB,AM0024,LÁBREA,LÁBREA,AM,Publico
SWNS,GO0004,ANÁPOLIS,ANÁPOLIS,GO,Publico
SWNQ,GO0016,NIQUELÂNDIA,NIQUELÂNDIA,GO,Publico
SWOB,AM0014,FONTE BOA,FONTE BOA,AM,Publico
SWPG,MT0010,PORTO DOS GAÚCHOS,PORTO DOS GAÚCHOS,MT,Publico
SWPI,AM0006,PARINTINS,PARINTINS,AM,Publico
SWPK,MT0021,POCONÉ,POCONÉ,MT,Publico
SWPM,RO0009,PIMENTA BUENO,PIMENTA BUENO,RO,Publico
SWPR,GO0029,PIRES DO RIO,PIRES DO RIO,GO,Publico
SWPY,MT0023,PRIMAVERA DO LESTE,PRIMAVERA DO LESTE,MT,Publico
SWPZ,GO0010,OURIÇANGA DE ABREU,POSSE,GO,Publico
SWRO,RO0002,AEROCLUBE DE RONDÔNIA,PORTO VELHO,RO,Publico
SBSI,MT0002,PRESIDENTE JOÃO BATISTA FIGUEIREDO,SINOP,MT,Publico
SWTO,TO0008,PARAÍSO DO TOCANTINS,PARAÍSO DO TOCANTINS,TO,Publico
SWTP,AM0022,SANTA ISABEL DO RIO NEGRO,SANTA ISABEL DO RIO NEGRO,AM,Publico
SWTS,MT0012,TANGARÁ DA SERRA,TANGARÁ DA SERRA,MT,Publico
SWTY,TO0009,TAGUATINGA,TAGUATINGA,TO,Publico
SWUA,GO0011,SÃO MIGUEL DO ARAGUAIA,SÃO MIGUEL DO ARAGUAIA,GO,Publico
SWUD,MG0069,DEPUTADO OSWALDO TOLENTINO,CLÁUDIO,MG,Publico
SWUZ,GO0025,BRIGADEIRO ARARIPE MACEDO,LUZIÂNIA,GO,Publico
SWVC,MT0016,VILA RICA,VILA RICA,MT,Publico
SWWA,GO0012,PORANGATU,PORANGATU,GO,Publico
SWWU,GO0013,URUAÇU,URUAÇU,GO,Publico
SWXM,MT0014,REGIONAL ORLANDO VILLAS BOAS,MATUPÁ,MT,Publico
SWXQ,SP0015,LINS,LINS,SP,Publico
SWXV,MT0013,NOVA XAVANTINA,NOVA XAVANTINA,MT,Publico
SWYN,AM0023,APUÍ,APUÍ,AM,Publico
SBJH,SP1176,SÃO PAULO CATARINA AEROPORTO EXECUTIVO,SÃO ROQUE,SP,Publico
SJXI,MG0311,SANTA RITA DO SAPUCAÍ,SANTA RITA DO SAPUCAÍ,MG,Publico
SNCP,SC0181,AEROPORTO REGIONAL DO PLANALTO SERRANO,LAGES,SC,Publico
SBTC,BA0067,UNA/COMANDATUBA,UNA,BA,Publico
SDH2,MT0662,PORTO ALEGRE DO NORTE,PORTO ALEGRE DO NORTE,MT,Publico
SNOF,MG0057,OURO FINO,OURO FINO,MG,Publico
SDK7,MS0563,NOVA ANDRADINA,NOVA ANDRADINA,MS,Publico
SJ4Y,GO0028,MORRINHOS,MORRINHOS,GO,Publico
SI68,MT0612,GELINDO STEFANUTO,CAMPO NOVO DO PARECIS,MT,Publico
SN6L,CE0164,DR. LUCIANO DE ARRUDA COELHO,SOBRAL,CE,Publico
SBFS,RJ0028,FAROL DE SÃO TOMÉ,CAMPOS DOS GOYTACAZES,RJ,Publico
SN3Y,BA0251,NOVO AEROPORTO DE BOM JESUS DA LAPA,BOM JESUS DA LAPA,BA,Publico
SDQU,PI0016,Fazenda Colorado,BOM JESUS,PI,Privado
SJKB,MT0190,Fazenda Adelaide,BRASNORTE,MT,Privado
SSBQ,MT0281,Fazenda Brusque,SANTA CRUZ DO XINGU,MT,Privado
SJDG,SP1270,Jorge de Barros Carvalho,SALTO GRANDE,SP,Privado
SDER,SP0096,Fazenda Entre Rios,SUD MENNUCCI,SP,Privado
SSMC,MS0305,Fazenda São Miguel da Catequese,NOVA ANDRADINA,MS,Privado
SWRC,MT0386,Fazenda Sevilha,RIBEIRÃO CASCALHEIRA,MT,Privado
SNET,MS0205,Fazenda Estrela,SIDROLÂNDIA,MS,Privado
SIJZ,PA0049,Fazenda Vera Paz,ITAITUBA,PA,Privado
SNKV,AP0008,Fazenda Campo Verde,CUTIAS,AP,Privado
SSTD,BA0164,Stracci,SÃO DESIDÉRIO,BA,Privado
SDID,SP1246,Aeroata,ARAÇATUBA,SP,Privado
SDQL,MS0045,Fazenda Cerro Azul,NIOAQUE,MS,Privado
SSHP,PR0080,Fazenda Paiol do Piquiri,GOIOXIM,PR,Privado
SNLA,PA0096,Fazenda Lagoa das Antas,CANAÃ DOS CARAJÁS,PA,Privado
SNOV,AL0010,Povoado de Camaçari,CORURIPE,AL,Privado
SNXR,PA0112,Fazenda Conforto,ITAITUBA,PA,Privado
SDMF,MS0038,Fazenda Damaro,MIRANDA,MS,Privado
SWTN,MT0409,Fazenda Arapucel,ARAPUTANGA,MT,Privado
SSDL,PI0034,Fazenda Ribeirão,RIBEIRO GONÇALVES,PI,Privado
SIXZ,MT0152,COLNIZA,COLNIZA,MT,Privado
SSJV,MS0293,Fazenda Piratininga,CORUMBÁ,MS,Privado
SJGC,BA0109,Fazenda Busato I,SÃO DESIDÉRIO,BA,Privado
SDSV,SP0145,Santa Cândida,GUARIBA,SP,Privado
SINI,MS0107,Fazenda Bela Vista do Caronal,CORUMBÁ,MS,Privado
SBOQ,GO0281,Fazenda Irmãs Prata,CHAPADÃO DO CÉU,GO,Privado
SSXW,MS0352,Fazenda São Paulo,IVINHEMA,MS,Privado
SNKJ,PA0094,Fazenda Rio Dourado,CUMARU DO NORTE,PA,Privado
SWZM,MT0447,Fazenda América ,TABAPORÃ,MT,Privado
SDRP,RR0014,Onkiola,AMAJARI,RR,Privado
SJPT,MG0129,Quatro Ventos,UBERLÂNDIA,MG,Privado
SSOP,PA0128,Pista Porquinho,ITAITUBA,PA,Privado
SIMJ,MG0103,Capinópolis - Aviação Agrícola Buttarello LTDA,CAPINÓPOLIS,MG,Privado
SILJ,AP0003,Do Gaúcho,LARANJAL DO JARI,AP,Privado
SNHU,MA0036,Fazenda Bola Sete ,ITINGA DO MARANHÃO,MA,Privado
SWFW,MT0343,Fazenda Terra Way - VII,TABAPORÃ,MT,Privado
SJMA,MS0176,Fazenda Marli,CAMAPUÃ,MS,Privado
SILG,MT0104,Fazenda Panamá,SAPEZAL,MT,Privado
SJJR,MG0128,Fazenda Recreio,ANDRELÂNDIA,MG,Privado
SNMS,AP0013,Acácio Favacho,PRACUÚBA,AP,Privado
SDV3,TO0098,Fazenda Água Fria,SANDOLÂNDIA,TO,Privado
SBQR,MG0463,Fazenda Arena de Aço,BURITIZEIRO,MG,Privado
SNMF,MG0157,Agropastoril Monte Alegre,MONTE BELO,MG,Privado
SIPP,MG0312,Fazenda Musa do Norte,FRANCISCO SÁ,MG,Privado
SSLA,MT0608,Fazenda Alves,SORRISO,MT,Privado
SSGH,MS0273,Fazenda Capão Verde,AQUIDAUANA,MS,Privado
SWNN,MT0580,Fazenda Jandaira,TAPURAH,MT,Privado
SSEF,SP0244,Fazenda Passaredo,CAJURU,SP,Privado
SSBB,MG0177,Fazenda Balada,JOÃO PINHEIRO,MG,Privado
SSYY,MS0355,Fazenda Fundãozinho,COSTA RICA,MS,Privado
SSDH,BA0153,Fazenda Chapadão Alegre,CORRENTINA,BA,Privado
SSGD,BA0247,Fazenda Porta do Céu,JABORANDI,BA,Privado
SSBC,SP0243,Fazenda Barra do Tietê,CASTILHO,SP,Privado
SJBT,MS0148,Fazenda Vera Lúcia,AQUIDAUANA,MS,Privado
SJWP,BA0125,Warpol,SÃO DESIDÉRIO,BA,Privado
SNTK,SP1284,Fazenda Bom Retiro,QUINTANA,SP,Privado
SJDE,MS0149,Fazenda União,JATEÍ,MS,Privado
SWBX,MT0329,Fazenda Santo Antônio do Paraíso,ITIQUIRA,MT,Privado
SIED,MS0074,Fazenda Espadim,PARANHOS,MS,Privado
SIOE,PR0051,Mocelin,DOIS VIZINHOS,PR,Privado
SDND,SP0125,Fazenda Nova Damasco,NARANDIBA,SP,Privado
SBOK,MT0654,Fazenda São Vicente,LUCAS DO RIO VERDE,MT,Privado
SIZC,BA0100,Fazenda Cachoeira do Café,FORMOSA DO RIO PRETO,BA,Privado
SWRY,MT0393,Fazenda Santa Maria,PORTO ESTRELA,MT,Privado
SNYH,PA0114,Fazenda Vale Sereno,CUMARU DO NORTE,PA,Privado
SSON,MS0315,Fazenda Joalice,TACURU,MS,Privado
SSBT,MS0250,Fazenda Santa Ilídia,BATAYPORÃ,MS,Privado
SWJU,TO0053,Fazenda Mundo Novo,DUERÉ,TO,Privado
SNZC,MS0241,Fazenda Cervinho,AQUIDAUANA,MS,Privado
SIKQ,MT0102,Fazenda Sararé,CONQUISTA D'OESTE,MT,Privado
SWSL,MT0399,Aviação Estrela Bôscoli,LUCAS DO RIO VERDE,MT,Privado
SSMI,MT0297,Fazenda São Miguel,CAMPO VERDE,MT,Privado
SWOX,SP0279,Fazenda Pixoxó,SÃO CARLOS,SP,Privado
SIME,MA0023,Globo Aviação Agrícola,DAVINÓPOLIS,MA,Privado
SIRA,MT0122,FAZENDA IRACEMA,CÁCERES,MT,Privado
SNCY,AL0006,Campo da Praia,CORURIPE,AL,Privado
SWTK,MT0408,Fazenda Santa Maria do Guaporé,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SNSK,SP0238,Central Ferraz,HERCULÂNDIA,SP,Privado
SIWU,MS0412,Fazenda São Sebastião,AQUIDAUANA,MS,Privado
SNFJ,PA0090,Pousada Thaimaçu,JACAREACANGA,PA,Privado
SNJV,MG0153,Fazenda Santa Mônica,SÃO JOÃO DA PONTE,MG,Privado
SJMO,RR0075,Santa Isabel,PACARAIMA,RR,Privado
SITM,SP1268,Fazenda Bela Vista,PANORAMA,SP,Privado
SNHX,MS0208,Fazenda Central,AQUIDAUANA,MS,Privado
SWLL,BA0181,Fazenda Liberdade,CORRENTINA,BA,Privado
SSIC,MS0286,APLIC Aviação Agrícola LTDA,DOURADOS,MS,Privado
SDAJ,MS0022,Fazenda Recanto,JATEÍ,MS,Privado
SSZX,MT0633,Fazenda Ranchinho do Guaporé,PONTES E LACERDA,MT,Privado
SWAS,SP0270,Usina Açucareira Santo Antônio,SERTÃOZINHO,SP,Privado
SDFF,AM0027,Fazenda Fusão,LÁBREA,AM,Privado
SWXX,MG0209,Fazenda Canadá,UBERLÂNDIA,MG,Privado
SJFF,SP0207,Frigo Estrela,ESTRELA D'OESTE,SP,Privado
SJDS,CE0018,Dias Branco,EUSÉBIO,CE,Privado
SDCD,SP0082,Catanduva,CATANDUVA,SP,Privado
SWOQ,PI0044,Fazenda Vista Verde,PALMEIRA DO PIAUÍ,PI,Privado
SSXT,SP0262,Cristal,BORÁ,SP,Privado
SNVP,MG0319,Fazenda Paraíso,VÁRZEA DA PALMA,MG,Privado
SITX,MS0132,Fazenda Estrela do Sul,RIO BRILHANTE,MS,Privado
SWFZ,TO0058,Fazenda Galiléia,ALMAS,TO,Privado
SNOG,RN0008,Ceará Mirim,CEARÁ-MIRIM,RN,Privado
SBOM,MT0644,Fazenda Santa Maria,LAMBARI D'OESTE,MT,Privado
SDKO,SP0117,Fazenda Campo Grande,COLÔMBIA,SP,Privado
SJUB,MT0225,Fazenda Rio Azul,VILA BELA DA SANTÍSSIMA TRINDADE,MT,Privado
SJRP,MT0481,Grupo Pronorte,MARCELÂNDIA,MT,Privado
SDAR,MT0030,Fazenda Agrovera,PORTO DOS GAÚCHOS,MT,Privado
SWAR,MT0327,Fazenda Aruanã,RIBEIRÃO CASCALHEIRA,MT,Privado
SIGN,GO0048,ACGC,MIMOSO DE GOIÁS,GO,Privado
SWAV,GO0116,Fazenda Vale dos Sonhos,PALESTINA DE GOIÁS,GO,Privado
SJLA,RR0046,Flechal,UIRAMUTÃ,RR,Privado
SSTA,MS0333,Fazenda Santa Cecília II,CORUMBÁ,MS,Privado
SIGX,MT0095,Fazenda Gairova,JUARA,MT,Privado
SWAE,RR0106,Uaicas,ALTO ALEGRE,RR,Privado
SWLR,GO0135,Fazenda Perdizes,SILVÂNIA,GO,Privado
SDZX,MT0076,Fazenda Suri,CAMPINÁPOLIS,MT,Privado
SSYE,MT0322,Fazenda Gabriela,ARAPUTANGA,MT,Privado
SJQO,PI0028,Fazenda Confiança,BAIXA GRANDE DO RIBEIRO,PI,Privado
SIKJ,MT0101,Fazenda JK,COMODORO,MT,Privado
SJSN,GO0084,Fazenda Carvalho,SÃO LUIZ DO NORTE,GO,Privado
SWWZ,MT0482,Fazenda WSA,GENERAL CARNEIRO,MT,Privado
SNQF,MS0486,Fazenda Paraíso,INOCÊNCIA,MS,Privado
SNOP,MT0262,Vale da Providência,RONDOLÂNDIA,MT,Privado
SIMN,MT0108,Aviação Agrícola Manain,SINOP,MT,Privado
SWSG,MT0397,Fazenda Simarelli,CAMPOS DE JÚLIO,MT,Privado
SWPW,SP0280,CEA-Caçapava,CAÇAPAVA,SP,Privado
SJMZ,BA0116,Fazenda Mizote,SÃO DESIDÉRIO,BA,Privado
SD22,RO0015,Fazenda Santa Ana,CORUMBIARA,RO,Privado
SNNO,MT0259,Fazenda São Domingos,COMODORO,MT,Privado
SSYO,GO0112,Usina São Simão,SÃO SIMÃO,GO,Privado
SJQP,MT0211,Estância Rebog,COCALINHO,MT,Privado
SIVZ,RS0070,Mata-Fome,ITAQUI,RS,Privado
SNLE,MS0495,Estância Mil,MIRANDA,MS,Privado
SNKC,BA0058,Cocos,COCOS,BA,Privado
SNQJ,MG0292,Fazenda Aerovilas,DIVINÓPOLIS,MG,Privado
SBGP,SP0075,EMBRAER - Unidade Gavião Peixoto,GAVIÃO PEIXOTO,SP,Privado
SSAU,RS0090,Centeno,TAPES,RS,Privado
SIUZ,PA0059,Pista Bom Jesus,ITAITUBA,PA,Privado
SIXU,MT0151,Fazenda Bahia,PEDRA PRETA,MT,Privado
SDST,SP0144,Fazenda Santa Therezinha da Barra,DESCALVADO,SP,Privado
SDRW,MS0050,Fazenda Reserva,RIBAS DO RIO PARDO,MS,Privado
SSTM,AM0041,Fazenda Santo Antônio,MANICORÉ,AM,Privado
SWAD,GO0115,Fazenda Santa Adelaide,BOM JESUS DE GOIÁS,GO,Privado
SJWI,MS0188,Fazenda Flor,CAMPO GRANDE,MS,Privado
SSYF,MG0194,Fazenda do Café,MONTE ALEGRE DE MINAS,MG,Privado
SWFV,MG0198,Terramare,GUAPÉ,MG,Privado
SJMD,RR0065,Paapiú Novo,IRACEMA,RR,Privado
SNCK,MG0140,Porto Cajueiro,JANUÁRIA,MG,Privado
SIUM,MA0025,Fazenda Planeste,BALSAS,MA,Privado
SSBZ,RJ0012,Umberto Modiano,ARMAÇÃO DOS BÚZIOS,RJ,Privado
SWXU,DF0045,E-AR,BRASÍLIA,DF,Privado
SDVY,SP0156,Vitalli,AVANHANDAVA,SP,Privado
SIVJ,MG0112,Cirrus Sociedade Aerodesportiva,JABOTICATUBAS,MG,Privado
SIHX,MT0490,Fazenda Pau D'Alho,NOVA BANDEIRANTES,MT,Privado
SJFY,MT0171,Fazenda Flamingo,CAMPO NOVO DO PARECIS,MT,Privado
SIKP,MS0096,Fazenda Santa Tereza,CORUMBÁ,MS,Privado
SIDW,MT0089,Fazenda Cortezia,LUCAS DO RIO VERDE,MT,Privado
SNEW,MG0142,Fazenda Congonhas,CARNEIRINHO,MG,Privado
SSQR,MS0324,Fazenda Primavera,RIBAS DO RIO PARDO,MS,Privado
SWRF,MA0052,Francisco Ramalho,PEDREIRAS,MA,Privado
SSHB,BA0158,Boris,LUÍS EDUARDO MAGALHÃES,BA,Privado
SJYR,RR0100,Cajú,UIRAMUTÃ,RR,Privado
SSQZ,BA0033,Mimoso do Oeste,LUÍS EDUARDO MAGALHÃES,BA,Privado
SNFH,RO0022,Usina César Filho,CHUPINGUAIA,RO,Privado
SSIA,PI0037,Fazenda Ipê,BAIXA GRANDE DO RIBEIRO,PI,Privado
SNDX,AL0007,Cachoeira,CORURIPE,AL,Privado
SDDX,SP0090,Fazenda Paiquerê,POPULINA,SP,Privado
SSZH,MS0359,Fazenda Corrientes,TACURU,MS,Privado
SDJA,SP0111,Dr. José Augusto de Arruda Botelho,ITIRAPINA,SP,Privado
SBOV,MT0670,Fazenda Tabatinga,SANTA RITA DO TRIVELATO,MT,Privado
SJZO,MS0199,Zi Viol,CAMPO GRANDE,MS,Privado
SWGW,GO0126,Fazenda Santa Rita do Araguaia,JUSSARA,GO,Privado
SJOO,MT0200,Dr. João Osmar de Oliveira,NOVA LACERDA,MT,Privado
SIMA,MT0106,Fazenda Pirapora,SANTA RITA DO TRIVELATO,MT,Privado
SNFB,GO0095,Fazenda Cachoeira do Bambuzal,ITAGUARI,GO,Privado
SIOA,BA0091,Fazenda Primavera,CANAVIEIRAS,BA,Privado
SDMM,RR0009,Lago Verde,PACARAIMA,RR,Privado
SIOR,SP0191,Adhemar Ribeiro,SANTA RITA DO PASSA QUATRO,SP,Privado
SSBI,BA0151,Condomínio Irmãos Gatto,BARREIRAS,BA,Privado
SSND,MT0299,Santa Maria,SÃO FÉLIX DO ARAGUAIA,MT,Privado
SJUL,SP0217,Fazenda Rio Pardo,IARAS,SP,Privado
SNZG,SP0241,Fazenda São Benedito,CAPÃO BONITO,SP,Privado
SSHX,MS0285,Fazenda Jatobá,PARANHOS,MS,Privado
SDPA,RJ0016,Fazenda Portobello,MANGARATIBA,RJ,Privado
SSHK,MS0283,Fazenda Jaguarundy,PONTA PORÃ,MS,Privado
SDZS,PI0019,Serra Branca Agrícola,URUÇUÍ,PI,Privado
SWMR,MS0512,Fazenda Retirinho,AQUIDAUANA,MS,Privado
SSVC,MS0533,Fazenda Vazante,AQUIDAUANA,MS,Privado
SNML,AL0009,Manduca Leão,RIO LARGO,AL,Privado
