"Código OACI","CIAD","Id to Tipo de Uso","Nome","Município","UF","Longitude","Latitude","Altitude","Operação Diurna","Operação Noturna","Designação 1","Comprimento 1","Largura 1","Resistência 1","Superfície 1","Designação 2","Comprimento 2","Largura 2","Resistência 2","Superfície 2","Portaria de Registro","Link Portaria"
"SNUV","MT0270",1,"Rancho Bela Vista","SÃO JOSÉ DO RIO CLARO","MT","056°38'15""W","13°30'30""S","316 m","VFR","Sem Operação","","1700 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-3428.pdf","PA2018-3428"
"SWSV","MT0403",1,"Fazenda Santa Silvia","COCALINHO","MT","051°22'50""W","14°23'19""S","245 m","VFR","Sem Operação","","1000 m","30 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.720.pdf","PA2024-13.720"
"SWLX","MT0365",1,"Fazenda Analice","JAURU","MT","058°49'45""W","15°24'45""S","348 m","VFR","Sem Operação","","700 m","25 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9419.pdf","PA2022-9419"
"SJFG","MT0169",1,"Fazenda Fartura","CAMPO VERDE","MT","054°56'26""W","15°07'18""S","886 m","VFR","Sem Operação","","1199 m","20 m","11/F/B/X/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1370.pdf","PA2019-1370"
"SWCJ","PI0042",1,"Fazenda Campo Alegre","PALMEIRA DO PIAUÍ","PI","044°14'54""W","08°35'28""S","550 m","VFR","Sem Operação","","1100 m","20 m","3600 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-0575.pdf","PA2017-0575"
"SINZ","PR0050",1,"Xanadu","FERNANDES PINHEIRO","PR","050°31'40""W","25°26'17""S","852 m","VFR","Sem Operação","","760 m","30 m","8/F/C/Y/U","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-1020.pdf","PA2013-1020"
"","MA0114",1,"Fazenda Agromapi","SÃO FÉLIX DE BALSAS","MA","044°53'42""W","07°19'33""S","330 m","VFR","Sem Operação","","1000 m","25 m","5000 Kg /  50,00 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3244.pdf","PA2020-3244"
"SSKO","MT0492",1,"Fazenda Matrinchã","BRASNORTE","MT","057°20'25""W","12°55'49""S","346 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-1220.pdf","PA2019-1220"
"SJLS","RR0059",1,"Marupá","BONFIM","RR","059°49'17""W","02°07'31""N","151 m","VFR","Sem Operação","","600 m","20 m","4000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2012-2858.pdf","PA2012-2858"
"SSRC","MS0326",1,"Fazenda Santa Inês","RIO BRILHANTE","MS","054°22'11""W","21°42'07""S","327 m","VFR","Sem Operação","","1000 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2995.pdf","PA2020-2995"
"SWXA","GO0149",1,"Fazenda Canadazinho","JUSSARA","GO","051°24'02""W","15°02'32""S","254 m","VFR","Sem Operação","","900 m","18 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.227.pdf","PA2023-11.227"
"","BA0368",1,"Fazenda União","JABORANDI","BA","045°57'54""W","13°59'20""S","919 m","VFR","Sem Operação","","1500 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4122.pdf","PA2021-4122"
"","CE0147",1,"Jerileve","JIJOCA DE JERICOACOARA","CE","040°30'21""W","02°53'33""S","19 m","VFR","Sem Operação","","500 m","18 m","5500 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8229.pdf","PA2022-8229"
"","MS0719",1,"Fazenda Tapera","MIRANDA","MS","056°49'41""W","20°18'17""S","169 m","VFR","Sem Operação","","800 m","18 m","4000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-12182.pdf","PA2023-12182"
"SDAF","SP0077",1,"Fazenda Palmeiras","ANALÂNDIA","SP","047°43'09""W","22°09'24""S","854 m","VFR","VFR","","1000 m","18 m","12/F/A/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0332.pdf","PA2015-0332"
"SJZN","MT0238",1,"Fazenda Cima","SAPEZAL","MT","058°36'33""W","12°59'26""S","491 m","VFR","Sem Operação","","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1535.pdf","PA2015-1535"
"","MS0636",1,"Fazenda Boemia","PARAÍSO DAS ÁGUAS","MS","053°17'02""W","19°07'47""S","633 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-9618.pdf","PA2022-9618"
"SWZQ","GO0153",1,"Fazenda Jussara","SANTA FÉ DE GOIÁS","GO","051°04'19""W","15°50'43""S","324 m","VFR","Sem Operação","","1050 m","23 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10254.pdf","PA2023-10254"
"SSNJ","MS0309",1,"Fazenda Primavera","AQUIDAUANA","MS","055°54'20""W","19°30'31""S","117 m","","","","750 m","18 m","3000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8746.pdf","PA2022-8746"
"SJHX","MG0124",1,"Fazenda Ouro Verde","UNAÍ","MG","047°17'30""W","16°35'40""S","899 m","VFR","Sem Operação","","800 m","18 m","4000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2008.pdf","PA2017-2008"
"SNCO","MS0202",1,"AGROPECUÁRIA SANTA PAOLA","TACURU","MS","055°03'47""W","23°31'01""S","367 m","VFR","Sem Operação","","800 m","20 m","4500 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2559.pdf","PA2017-2559"
"SDZI","BA0083",1,"Fazenda Trijunção","JABORANDI","BA","046°00'18""W","14°47'43""S","944 m","VFR","VFR","","1260 m","23 m","5/F/D/X/T","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-2391.pdf","PA2015-2391"
"SDES","SP0097",1,"Estância Colorado","SALES OLIVEIRA","SP","047°51'43""W","20°45'43""S","723 m","VFR","Sem Operação","","1027 m","30 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-1298.pdf","PA2014-1298"
"","MS0624",1,"FAZENDA MOEDA","CARACOL","MS","057°04'51""W","21°59'00""S","342 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7733.pdf","PA2022-7733"
"SIZK","MT0156",1,"Fazenda Vera Cruz","BARRA DO GARÇAS","MT","052°06'37""W","14°52'30""S","279 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-2605.pdf","PA2014-2605"
"","PR0238",1,"Prudentópolis","PRUDENTÓPOLIS","PR","050°55'23""W","25°10'57""S","765 m","VFR","Sem Operação","","300 m","18 m","5000 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.511.pdf","PA2023-10.511"
"SIWC","MG0114",1,"Asas do Cerrado","UBERLÂNDIA","MG","048°18'25""W","19°01'59""S","873 m","VFR","Sem Operação","","750 m","20 m","5600 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8938.pdf","PA2022-8938"
"SDVJ","PA0037",1,"Fazenda Santa Marta","SANTA MARIA DAS BARREIRAS","PA","050°27'20""W","08°39'34""S","219 m","VFR","Sem Operação","","1100 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.755.pdf","PA2023-11.755"
"SDYJ","SP0165",1,"JOSÉ MARTINS DA SILVA","REGENTE FEIJÓ","SP","051°20'54""W","22°13'34""S","507 m","VFR","Sem Operação","","900 m","20 m","5600 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2263.pdf","PA2020-2263"
"SJFT","MT0170",1,"Fazenda Triunfo do Rio Turvo","NOVA BANDEIRANTES","MT","057°43'37""W","10°05'35""S","259 m","VFR","Sem Operação","","900 m","20 m","3900 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-0626.pdf","PA2015-0626"
"SDTE","SP0146",1,"Fazenda Tapijara","ARANDU","SP","049°04'32""W","23°13'14""S","584 m","VFR","Sem Operação","","1140 m","18 m","15/F/B/X/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6193.pdf","PA2021-6193"
"SJRS","SP0215",1,"Fazenda Guanabara","JUNQUEIRÓPOLIS","SP","051°24'12""W","21°20'37""S","310 m","VFR","Sem Operação","","1100 m","20 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7474.pdf","PA2022-7474"
"SJVD","MT0483",1,"Fazenda Santo André IV","PARANATINGA","MT","053°27'34""W","14°13'28""S","425 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-0653.pdf","PA2019-0653"
"SWJC","MS0380",1,"Fazenda Carandá","RIO VERDE DE MATO GROSSO","MS","055°05'52""W","19°03'05""S","180 m","VFR","Sem Operação","","1100 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1333.pdf","PA2015-1333"
"","SC0179",1,"Linha Becker","ITAPIRANGA","SC","053°46'39""W","27°06'34""S","335 m","VFR","VFR","","370 m","18 m","4500 Kg /   0,40 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3231.pdf","PA2020-3231"
"","MT0908",1,"FAZENDA LEONEL BEDIN","IPIRANGA DO NORTE","MT","056°04'26""W","11°55'12""S","394 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10510.pdf","PA2023-10510"
"SNTD","MG0162",1,"Fazenda Mamoneira","NATALÂNDIA","MG","046°30'08""W","16°35'11""S","562 m","VFR","Sem Operação","","1350 m","23 m","4/F/C/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.714.pdf","PA2024-13.714"
"SSLX","PR0084",1,"Fazenda Santa Lydia","DIAMANTE DO NORTE","PR","052°48'30""W","22°37'59""S","306 m","VFR","Sem Operação","","1100 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1324.pdf","PA2016-1324"
"SDTR","MT0063",1,"FAZENDA TRIUNFO","VILA BELA DA SANTÍSSIMA TRINDADE","MT","059°53'51""W","16°07'47""S","246 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2018-0098.pdf","PA2018-0098"
"","PI0091",1,"Ribeiro Gonçalves","RIBEIRO GONÇALVES","PI","045°12'37,9""W","07°34'53,3""S","359 m","VFR","Sem Operação","","1169 m","20 m","5700 Kg /   1,25 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-6940.pdf","PA2022-6940"
"","MT0816",1,"São José","CAMPO VERDE","MT","054°45'37""W","15°14'26""S"," m","VFR","Sem Operação","","700 m","18 m","1700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6738.pdf","PA2021-6738"
"","MS0576",1,"FAZENDA LINCE","PARAÍSO DAS ÁGUAS","MS","053°14'15""W","18°57'35""S"," m","VFR","Sem Operação","","1000 m","20 m","5000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8405.pdf","PA2022-8405"
"SSUL","PR0091",1,"Ultraleve Clube de Curitiba","SÃO JOSÉ DOS PINHAIS","PR","049°09'17""W","25°28'40""S","890 m","VFR","Sem Operação","","535 m","18 m","5600 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-7433.pdf","PA2022-7433"
"SWRE","MT0387",1,"Fazenda Renovo","ALTO GARÇAS","MT","053°31'37""W","16°46'14""S","740 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1393.pdf","PA2016-1393"
"","TO0135",1,"Fazenda Progresso","ARAGUACEMA","TO","049°21'06""W","08°53'34""S"," m","VFR","Sem Operação","","1010 m","23 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.535.pdf","PA2024-13.535"
"","SP1315",1,"Clube Aeronáutico Avaré","AVARÉ","SP","048°59'06""W","23°14'28""S","618 m","VFR","Sem Operação","","745 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-5756.pdf","PA2021-5756"
"SNIR","MA0038",1,"Fazenda Mata Escura","PARNARAMA","MA","043°36'07""W","05°44'42""S","160 m","","","","1415 m","26 m","22/F/A/Y/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10473.pdf","PA2023-10473"
"SJGV","GO0183",1,"Toca","SANTO ANTÔNIO DE GOIÁS","GO","049°13'42""W","16°27'45""S","802 m","","","","1080 m","23 m","7/F/A/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-0352.pdf","PA2020-0352"
"SWVI","BA0186",1,"Fazenda Centúria Vitória","FORMOSA DO RIO PRETO","BA","046°02'39""W","11°13'51""S","796 m","VFR","Sem Operação","","1600 m","25 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-2459.pdf","PA2013-2459"
"SWIB","MT0350",1,"Fazenda Santa Laura","NOVA SANTA HELENA","MT","054°54'51""W","10°51'46""S","386 m","","","","1100 m","18 m","5700 Kg /   0,50 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8840.pdf","PA2022-8840"
"SDUK","MT0065",1,"Fazenda Xaimite","ÁGUA BOA","MT","052°54'15""W","14°05'28""S","488 m","VFR","Sem Operação","","1000 m","25 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2013-2059.pdf","PA2013-2059"
"","MS0543",1,"Fazenda Córrego Fundo","NOVA ANDRADINA","MS","053°26'22""W","21°41'59""S","395 m","","","","1203 m","20 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.921.pdf","PA2023-10.921"
"SWUR","MT0413",1,"Fazenda Ressaca","CÁCERES","MT","057°42'20""W","16°11'19""S","128 m","VFR","Sem Operação","","1200 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-1696.pdf","PA2016-1696"
"SDWE","MS0415",1,"Fazenda Palmeiras","CORUMBÁ","MS","057°02'57""W","18°56'00""S","94 m","VFR","Sem Operação","","800 m","36 m","5000 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.441.pdf","PA2023-11.441"
"SJUJ","MT0226",1,"Fazenda Juruna","PEIXOTO DE AZEVEDO","MT","053°30'51""W","10°24'28""S","359 m","VFR","Sem Operação","","1000 m","20 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2024-13.725.pdf","PA2024-13.725"
"SSEB","GO0105",1,"Mata Serena","SÃO DOMINGOS","GO","046°46'13""W","13°46'24""S","439 m","","","","1190 m","30 m","5670 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8596.pdf","PA2022-8596"
"","MS0485",1,"Fazenda Dois Buritis","COXIM","MS","055°09'38""W","17°59'00""S","167 m","VFR","Sem Operação","","750 m","18 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-3938.pdf","PA2021-3938"
"","SP1462",1,"FAZENDA SANTA MARIA VIII","ARAÇATUBA","SP","050°35'38,43""W","21°01'46,7""S","391 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-13186.pdf","PA2023-13186"
"SJME","RR0066",1,"Mato Grosso","PACARAIMA","RR","060°54'11""W","04°34'14""N","848 m","VFR","Sem Operação","","700 m","25 m","4000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10.586.pdf","PA2023-10.586"
"","SP1310",1,"Imagem Aviação","MONÇÕES","SP","050°06'27""W","20°51'55""S"," m","VFR","Sem Operação","","750 m","18 m","5600 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-3356.pdf","PA2020-3356"
"SNKU","BA0066",1,"Canudos","CANUDOS","BA","039°01'58""W","09°54'11""S","372 m","VFR","Sem Operação","","700 m","22 m","2500 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-4063.pdf","PA2021-4063"
"","GO0364",1,"Sheriff","BELA VISTA DE GOIÁS","GO","048°58'20""W","17°00'58""S","818 m","VFR","Sem Operação","","500 m","18 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11409.pdf","PA2023-11409"
"SICY","PA0042",1,"Fazenda Apucarana","MARABÁ","PA","049°46'22""W","05°27'48""S","184 m","VFR","Sem Operação","","799 m","18 m","5000 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-2162.pdf","PA2017-2162"
"SNLV","SC0191",1,"Maria Magalhães","PORTO UNIÃO","SC","051°00'45""W","26°15'04""S","754 m","VFR","VFR","","895 m","18 m","25/F/A/X/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1700.pdf","PA2020-1700"
"SSJS","MT0294",1,"Autos do Sangue","BRASNORTE","MT","058°13'25""W","11°32'38""S","299 m","VFR","Sem Operação","","1200 m","23 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2014-3177.pdf","PA2014-3177"
"SJDI","PR0055",1,"Fazenda Ipiranga","LOANDA","PR","053°04'06""W","22°55'05""S","449 m","VFR","Sem Operação","","795 m","15 m","2500 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8955.pdf","PA2022-8955"
"SSUK","SP0258",1,"Fazenda Menina","ITAPURA","SP","051°28'36""W","20°38'24""S","343 m","VFR","Sem Operação","","1320 m","18 m","8/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2017-3469.pdf","PA2017-3469"
"SWAN","SP1285",1,"Fazenda Jamaica","POMPÉIA","SP","050°16'31""W","22°11'04""S","487 m","VFR","Sem Operação","","900 m","30 m","5700 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1516.pdf","PA2020-1516"
"","MA0173",1,"Fazenda Lajeadinho","SÃO JOÃO DO PARAÍSO","MA","047°01'09""W","06°20'27""S","230 m","VFR","Sem Operação","","800 m","23 m","4500 Kg /   0,50 MPa","Piçarra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.693.pdf","PA2023-11.693"
"SIDR","MS0070",1,"Retiro Piúva","MIRANDA","MS","056°42'12""W","19°50'14""S","100 m","","","","500 m","18 m","3500 Kg /   0,50 MPa","Grama","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8892.pdf","PA2022-8892"
"SSOY","MT0304",1,"Fazenda Morada do Sol","NOVA MARINGÁ","MT","057°01'09""W","12°17'26""S","266 m","VFR","Sem Operação","","800 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-3310.pdf","PA2015-3310"
"SNNB","MG0158",1,"Fazenda Cana Brava","PARACATU","MG","046°18'00""W","17°10'26""S","543 m","","","","700 m","20 m","5700 Kg /   0,62 MPa","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-8030.pdf","PA2022-8030"
"SJJD","MS0172",1,"Fazenda Cerro Porã","PORTO MURTINHO","MS","057°28'09""W","22°02'05""S","171 m","VFR","Sem Operação","","1001 m","18 m","10/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2021-6509.pdf","PA2021-6509"
"SJVV","TO0034",1,"Fazenda Viviane","DUERÉ","TO","049°23'09""W","11°24'43""S","224 m","VFR","Sem Operação","","800 m","20 m","4000 Kg /   0,50 MPa","Saibro","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1332.pdf","PA2015-1332"
"SINM","MG0452",1,"Fazenda Mangabas","SANTA VITÓRIA","MG","050°18'50""W","19°13'39""S","407 m","VFR","Sem Operação","","1100 m","20 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1777.pdf","PA2020-1777"
"","GO0026",1,"Ipameri","IPAMERI","GO","048°09'42""W","17°41'08""S","832 m","","","","1500 m","30 m","8/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-10499.pdf","PA2023-10499"
"SNXT","MT0511",1,"Pousada Alvorada","BARÃO DE MELGAÇO","MT","056°01'19""W","17°10'53""S","124 m","VFR","Sem Operação","","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1133.pdf","PA2020-1133"
"SJZT","BA0129",1,"Busato II","SERRA DO RAMALHO","BA","043°44'10""W","13°14'19""S","457 m","VFR","Sem Operação","","1700 m","30 m","5700 Kg /   0,50 MPa","Terra","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-1456.pdf","PA2020-1456"
"","TO0123",1,"Fazenda São Bento","ARAGUACEMA","TO","049°26'56""W","08°58'25""S","223 m","","","","1100 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2022-10116.pdf","PA2022-10116"
"SIUQ","MT0136",1,"Fazenda Rancho Alegre","COCALINHO","MT","050°55'34""W","12°46'34""S","215 m","VFR","Sem Operação","","1300 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2015-1329.pdf","PA2015-1329"
"SSPH","MT0636",1,"Fazenda Santa Lucia","LUCAS DO RIO VERDE","MT","056°05'50""W","12°55'37""S","412 m","VFR","Sem Operação","","750 m","18 m","8/F/B/Y/U","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2020-2153.pdf","PA2020-2153"
"SDMY","SP0124",1,"Fazenda Cambuhy","MATÃO","SP","048°28'46""W","21°37'58""S","618 m","VFR / IFR","VFR / IFR","","1500 m","30 m","12/F/B/X/T","Asfalto","","","","","","https://pergamum.anac.gov.br/arquivos/PA2019-2362.pdf","PA2019-2362"
"SSPU","MT0308",1,"Fazenda São João do Ibiporã","PONTES E LACERDA","MT","059°38'12""W","15°47'08""S","248 m","VFR","Sem Operação","","750 m","18 m","4000 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2023-11.325.pdf","PA2023-11.325"
"SNTL","TO0039",1,"Fazenda Treze Estrelas","ARAGUAÍNA","TO","049°10'09""W","07°13'08""S","236 m","VFR","Sem Operação","","1000 m","25 m","5700 Kg /   0,50 MPa","Cascalho","","","","","","https://pergamum.anac.gov.br/arquivos/PA2016-3731.pdf","PA2016-3731"
